Date,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY,split
7/20/1999,-0.001805607,-0.026741305,-0.012609471,-0.001042552,-0.042371191,-0.008562973,0.00453513,-0.004215289,-0.026415056,train
7/21/1999,-0.002412256,0.01100137,-0.011546408,-0.001044116,0.008619341,0.004290466,0.006014977,-0.002113836,-0.009682682,train
7/22/1999,0.004819309,-0.014880886,0.001221529,-0.003661869,-0.031460303,-0.011070354,-0.001500189,-0.016000451,-0.013057744,train
7/23/1999,0,0.004984864,-0.011049651,-0.005254434,0.002691899,-0.007448765,-0.006527848,-0.008638923,-0.007696705,train
7/26/1999,-0.012700625,-0.018963206,0.003696848,-0.007403539,-0.022918081,0.00930293,0.001510141,0.001083385,0.005503435,train
7/27/1999,0.013901772,0,0.013439298,0.013181987,0.024453226,0.003081302,0.006017594,0.018250691,0.005473747,train
7/28/1999,0.005387408,0.014533431,-0.012209616,-0.005778448,0.009160266,-0.009273609,-0.002001242,-0.007474498,-0.003280477,train
7/29/1999,-0.018680475,-0.006122426,-0.014851985,-0.020224479,-0.016858568,-0.015019189,-0.016671617,-0.017297578,-0.015452755,train
7/30/1999,0.000607846,0.02099489,-0.022699643,-0.011898831,-0.010487404,-0.005691043,0.002035937,-0.006564934,-0.019091598,train
8/2/1999,0.003034736,-0.022112547,-0.005115155,0.002716973,-0.00195448,0,0.015136115,-0.006607572,-0.007396151,train
8/3/1999,-0.000606004,0.012774896,-0.012903353,0.00054249,-0.003919899,0.007581223,-0.006530591,-0.004429741,-0.012643848,train
8/4/1999,0.023967886,0.013702062,-0.013071799,-0.007621475,-0.012251264,-0.018419403,-0.015237002,-0.0145336,-0.020450673,train
8/5/1999,0.007079353,0.017269731,0.003939352,0.005449647,0.007921435,0.002561168,0.009169924,-0.002819178,-0.008894719,train
8/6/1999,-0.014806384,-0.001606085,-0.026562035,-0.009282029,0.000394192,-0.01676408,-0.00406479,-0.010786259,-0.007772614,train
8/9/1999,-0.009592568,0.023829415,0.00268785,-0.003296371,-0.011501514,-0.002603927,0.00406479,0.001141011,-0.013293253,train
